bookingBusinessId,reviewId,reviewBody,score,isImp,replyBody,resourceUrlList,completedDate,id,bookingItemName,bookingBusinessName,optionNameList/0,body/0/isHighlight,body/0/text,replyRegDate
261321,7081277,데스크 상담사중  입구에서 멀리3번째 있던 여자분이 조금 불친절했어요..  관리 후 커피머신이 작동되지 않아 물어봤는데  말투나 표정이 좋지 안더군요   관리 전에만 친절할게아니라 그 이후가 더 중요하지 않을까요?,3,1,,,2019.10.04,lowe****,청량리점,청량리 톡스앤필의원,초진,false,데스크 상담사중  입구에서 멀리3번째 있던 여자분이 조금 불친절했어요..  관리 후 커피머신이 작동되지 않아 물어봤는데  말투나 표정이 좋지 안더군요   관리 전에만 친절할게아니라 그 이후가 더 중요하지 않을까요?,
261321,7073350,처음 방문이엇는데 친절하게 응대해주시고 설명해주셔서 좋았습니다.,5,1,,,2019.10.01,k794****,청량리점,청량리 톡스앤필의원,초진,false,처음 방문이엇는데 친절하게 응대해주시고 설명해주셔서 좋았습니다.,
261321,7025101,오픈한지 얼마 안 되어서 시설이 매우 깨끗하고 의사선생님도 친절하셨습니다,5,1,,,2019.09.30,dhkg****,청량리점,청량리 톡스앤필의원,초진,false,오픈한지 얼마 안 되어서 시설이 매우 깨끗하고 의사선생님도 친절하셨습니다,
261321,6867422,직원분들과  의사쌤까지  다 친절하셨어요..,4,1,"예뻐지는 톡스앤필 쁘띠 스타일리스트입니다^^ 앞으로 더 친절하고 더 노력하는 톡스앤필이 되겠습니다. 카카오플러스 친구를 추가해주시면 이벤트도 만나보실 수 있습니다^^
항상 정성으로 진료하는 톡스앤필 청량리점이 되겠습니다. 감사합니다^^",,2019.09.18,kach****,청량리점,청량리 톡스앤필의원,초진,false,직원분들과  의사쌤까지  다 친절하셨어요..,2019.09.26 11:16:17
261321,6856045,친절하고 좋아용,5,1,"예뻐지는 톡스앤필 쁘띠 스타일리스트입니다^^ 앞으로 더 친절하고 더 노력하는 톡스앤필이 되겠습니다. 카카오플러스 친구를 추가해주시면 이벤트도 만나보실 수 있습니다^^
항상 정성으로 진료하는 톡스앤필 청량리점이 되겠습니다. 감사합니다^^",,2019.09.17,hone****,청량리점,청량리 톡스앤필의원,초진,false,친절하고 좋아용,2019.09.26 11:16:05
261321,6856949,"조용하고 깔끔했어요 ,친절하신 선생님과 상담 감사했습니다.",4,1,"예뻐지는 톡스앤필 쁘띠 스타일리스트입니다^^ 앞으로 더 친절하고 더 노력하는 톡스앤필이 되겠습니다. 카카오플러스 친구를 추가해주시면 이벤트도 만나보실 수 있습니다^^
항상 정성으로 진료하는 톡스앤필 청량리점이 되겠습니다. 감사합니다^^",,2019.09.17,youn****,청량리점,청량리 톡스앤필의원,초진,false,"조용하고 깔끔했어요 ,친절하신 선생님과 상담 감사했습니다.",2019.09.26 11:16:13
